algoritmosUtilizados;permutacao;iteracao;inspecoesManuais;precision;recall;f-measure;da;dm;ndm;tp;fp;tn;fn
0;23;11;908;0.9961389961389961;0.862876254180602;0.9247311827956988;55;204;704;258;1;47652903;41
0;23;12;908;0.9961389961389961;0.862876254180602;0.9247311827956988;55;204;704;258;1;47652903;41
0;23;13;908;0.9961389961389961;0.862876254180602;0.9247311827956988;55;204;704;258;1;47652903;41
0;23;14;908;0.9961389961389961;0.862876254180602;0.9247311827956988;55;204;704;258;1;47652903;41
0;23;15;908;0.9961389961389961;0.862876254180602;0.9247311827956988;55;204;704;258;1;47652903;41
0;23;16;908;0.9961389961389961;0.862876254180602;0.9247311827956988;55;204;704;258;1;47652903;41
0;23;17;920;1.0;0.862876254180602;0.9263913824057451;43;215;705;258;0;47652904;41
0;23;18;920;1.0;0.862876254180602;0.9263913824057451;43;215;705;258;0;47652904;41
0;23;19;920;1.0;0.862876254180602;0.9263913824057451;43;215;705;258;0;47652904;41
0;23;20;1052;1.0;0.8862876254180602;0.9397163120567376;42;223;829;265;0;47652904;34
0;23;21;1101;1.0;0.8896321070234113;0.9415929203539823;39;227;874;266;0;47652904;33
0;23;22;1101;1.0;0.8896321070234113;0.9415929203539823;39;227;874;266;0;47652904;33
0;24;0;0;0.9823788546255506;0.745819397993311;0.8479087452471482;227;0;0;223;4;47652900;76
0;24;1;91;0.9868421052631579;0.7525083612040134;0.8538899430740039;138;90;1;225;3;47652901;74
0;24;2;91;0.9868421052631579;0.7525083612040134;0.8538899430740039;138;90;1;225;3;47652901;74
0;24;3;190;0.9957264957264957;0.7792642140468228;0.874296435272045;109;125;65;233;1;47652903;66
0;24;4;242;0.9957264957264957;0.7792642140468228;0.874296435272045;58;176;66;233;1;47652903;66
0;24;5;242;0.9957264957264957;0.7792642140468228;0.874296435272045;58;176;66;233;1;47652903;66
0;24;6;642;0.99609375;0.8528428093645485;0.9189189189189189;58;198;444;255;1;47652903;44
0;24;7;645;0.99609375;0.8528428093645485;0.9189189189189189;55;201;444;255;1;47652903;44
0;24;8;667;0.9961089494163424;0.8561872909698997;0.9208633093525181;55;202;465;256;1;47652903;43
0;24;9;668;0.9961089494163424;0.8561872909698997;0.9208633093525181;55;202;466;256;1;47652903;43
0;24;10;669;0.9961089494163424;0.8561872909698997;0.9208633093525181;55;202;467;256;1;47652903;43
0;24;11;669;0.9961089494163424;0.8561872909698997;0.9208633093525181;55;202;467;256;1;47652903;43
0;24;12;670;0.9961089494163424;0.8561872909698997;0.9208633093525181;55;202;468;256;1;47652903;43
0;24;13;686;0.9961538461538462;0.8662207357859532;0.9266547406082289;55;205;481;259;1;47652903;40
0;24;14;686;0.9961538461538462;0.8662207357859532;0.9266547406082289;55;205;481;259;1;47652903;40
0;24;15;693;0.9961538461538462;0.8662207357859532;0.9266547406082289;48;212;481;259;1;47652903;40
0;24;16;824;0.9962546816479401;0.8896321070234113;0.9399293286219081;46;221;603;266;1;47652903;33
0;24;17;824;0.9962546816479401;0.8896321070234113;0.9399293286219081;46;221;603;266;1;47652903;33
0;24;18;824;0.9962546816479401;0.8896321070234113;0.9399293286219081;46;221;603;266;1;47652903;33
0;24;19;831;1.0;0.8896321070234113;0.9415929203539823;39;227;604;266;0;47652904;33
0;24;20;862;1.0;0.8896321070234113;0.9415929203539823;39;227;635;266;0;47652904;33
0;24;21;862;1.0;0.8896321070234113;0.9415929203539823;39;227;635;266;0;47652904;33
0;24;22;1101;1.0;0.8896321070234113;0.9415929203539823;39;227;874;266;0;47652904;33
0;25;0;0;0.9823788546255506;0.745819397993311;0.8479087452471482;227;0;0;223;4;47652900;76
0;25;1;91;0.9868421052631579;0.7525083612040134;0.8538899430740039;138;90;1;225;3;47652901;74
0;25;2;199;0.9879032258064516;0.8193979933110368;0.8957952468007313;138;110;89;245;3;47652901;54
0;25;3;207;0.9879032258064516;0.8193979933110368;0.8957952468007313;130;118;89;245;3;47652901;54
0;25;4;470;0.9879032258064516;0.8193979933110368;0.8957952468007313;130;118;352;245;3;47652901;54
0;25;5;470;0.9879032258064516;0.8193979933110368;0.8957952468007313;130;118;352;245;3;47652901;54
0;25;6;472;0.9879032258064516;0.8193979933110368;0.8957952468007313;130;118;354;245;3;47652901;54
0;25;7;472;0.9879032258064516;0.8193979933110368;0.8957952468007313;130;118;354;245;3;47652901;54
0;25;8;473;0.9879032258064516;0.8193979933110368;0.8957952468007313;130;118;355;245;3;47652901;54
0;25;9;502;0.9919028340080972;0.8193979933110368;0.8974358974358975;101;146;356;245;2;47652902;54
0;25;10;502;0.9919028340080972;0.8193979933110368;0.8974358974358975;101;146;356;245;2;47652902;54
0;25;11;526;0.9920948616600791;0.8394648829431438;0.9094202898550724;101;152;374;251;2;47652902;48
0;25;12;526;0.9920948616600791;0.8394648829431438;0.9094202898550724;101;152;374;251;2;47652902;48
0;25;13;573;0.996031746031746;0.8394648829431438;0.911070780399274;55;197;376;251;1;47652903;48
0;25;14;573;0.996031746031746;0.8394648829431438;0.911070780399274;55;197;376;251;1;47652903;48
0;25;15;889;0.9961240310077519;0.8595317725752508;0.9228007181328546;55;203;686;257;1;47652903;42
0;25;16;889;0.9961240310077519;0.8595317725752508;0.9228007181328546;55;203;686;257;1;47652903;42
0;25;17;901;1.0;0.8595317725752508;0.9244604316546762;43;214;687;257;0;47652904;42
0;25;18;919;1.0;0.862876254180602;0.9263913824057451;43;215;704;258;0;47652904;41
0;25;19;920;1.0;0.862876254180602;0.9263913824057451;43;215;705;258;0;47652904;41
0;25;20;971;1.0;0.8662207357859532;0.9283154121863798;40;219;752;259;0;47652904;40
0;25;21;971;1.0;0.8662207357859532;0.9283154121863798;40;219;752;259;0;47652904;40
